Change,Edition,Before reference,Before text,After reference,After text,Reason,Source
replacement,Reina-Valera (1909),Joshua 24:15,"Y si mal os parece servir á Jehová, escogeos hoy á quién sirváis; si á los dioses á quienes sirvieron vuestros padres, cuando estuvieron de esotra parte del río, ó á los dioses de los Amorrheos en cuya tierra habitáis: que yo y mi casa serviremos á Jehová.",Psalms 31:3,"Porque tú eres mi roca y mi castillo; y por tu nombre me guiarás, y me encaminarás.","Replace the very long historical choice-of-gods verse with a medium-length, full prayer for God's guidance.",https://ebible.org/Scriptures/spaRV1909_usfx.zip
replacement,Sathyavedapusthakam (1910),Joshua 24:15,"യഹോവയെ സേവിക്കുന്നതു നന്നല്ലെന്നു നിങ്ങൾക്കു തോന്നുന്നെങ്കിൽ നദിക്കക്കരെവെച്ചു നിങ്ങളുടെ പിതാക്കന്മാർ സേവിച്ച ദേവന്മാരെയോ നിങ്ങൾ പാൎത്തുവരുന്ന ദേശത്തിലെ അമോൎയ്യരുടെ ദേവന്മാരെയോ ആരെ സേവിക്കും എന്നു ഇന്നു തിരഞ്ഞെടുത്തുകൊൾവിൻ. ഞാനും എന്റെ കുടുംബവുമോ, ഞങ്ങൾ യഹോവയെ സേവിക്കും.",Psalms 31:3,നീ എന്റെ പാറയും എന്റെ കോട്ടയുമല്ലോ; നിന്റെ നാമംനിമിത്തം എന്നെ നടത്തി പാലിക്കേണമേ.,"Replace the very long historical choice-of-gods verse with a medium-length, full prayer for God's guidance.",https://api.getbible.net/v2/mal1910.json
replacement,Ang Dating Biblia (1905),Joshua 24:15,"At kung inaakala ninyong masama na maglingkod sa Panginoon, ay piliin ninyo sa araw na ito kung sino ang inyong paglilingkuran; kung ang mga dios ng inyong mga magulang na pinaglingkuran sa dako roon ng Ilog, o ang dios ng mga Amorrheo na ang lupain nila ay inyong tinatahanan: nguni't sa ganang akin at ng aking sangbahayan ay maglilingkod kami sa Panginoon.",Psalms 31:3,"Sapagka't ikaw ang aking malaking bato, at aking kuta; alangalang nga sa iyong pangalan ay pangunahan mo ako, at patnubayan mo ako.","Replace the very long historical choice-of-gods verse with a medium-length, full prayer for God's guidance.",https://api.getbible.net/v2/tagalog.json
replacement,Berean Standard Bible (BSB),Nehemiah 8:10,"Then Nehemiah told them, “Go and eat what is rich, drink what is sweet, and send out portions to those who have nothing prepared, since today is holy to our Lord. Do not grieve, for the joy of the LORD is your strength.”",Psalms 92:4,"For You, O LORD, have made me glad by Your deeds; I sing for joy at the works of Your hands.","Replace a long narrative instruction with a medium-length, full verse expressing joy in God's works.",https://ebible.org/Scriptures/engbsb_usfx.zip
replacement,Bible in Basic English (BBE),Nehemiah 8:10,"Then he said to them, Go away now, and take the fat for your food and the sweet for your drink, and send some to him for whom nothing is made ready: for this day is holy to our Lord: and let there be no grief in your hearts; for the joy of the Lord is your strong place.",Psalms 92:4,"For you, O Lord, have made me glad through your work; I will have joy in the works of your hands.","Replace a long narrative instruction with a medium-length, full verse expressing joy in God's works.",https://ebible.org/Scriptures/engBBE_usfx.zip
replacement,King James Version (KJV),Nehemiah 8:10,"Then he said unto them, Go your way, eat the fat, and drink the sweet, and send portions unto them for whom nothing is prepared: for this day is holy unto our Lord: neither be ye sorry; for the joy of the LORD is your strength.",Psalms 92:4,"For thou, LORD, hast made me glad through thy work: I will triumph in the works of thy hands.","Replace a long narrative instruction with a medium-length, full verse expressing joy in God's works.",https://ebible.org/Scriptures/eng-kjv2006_usfx.zip
replacement,World English Bible (WEB),Nehemiah 8:10,"Then he said to them, “Go your way. Eat the fat, drink the sweet, and send portions to him for whom nothing is prepared, for today is holy to our Lord. Don’t be grieved, for the joy of the LORD is your strength.”",Psalms 92:4,"For you, LORD, have made me glad through your work. I will triumph in the works of your hands.","Replace a long narrative instruction with a medium-length, full verse expressing joy in God's works.",https://ebible.org/Scriptures/engwebu_usfx.zip
replacement,Lutherbibel (1912),Nehemiah 8:10,"Darum sprach er zu ihnen: Geht hin und eßt das Fette und trinkt das Süße und sendet denen auch Teile, die nichts für sich bereitet haben; denn dieser Tag ist heilig unserm HERRN. Und bekümmert euch nicht; denn die Freude am HERRN ist eure Stärke.",Psalms 92:5,"Denn, HERR, du lässest mich fröhlich singen von deinen Werken, und ich rühme die Geschäfte deiner Hände.","Replace a long narrative instruction with a medium-length, full verse expressing joy in God's works.",https://ebible.org/Scriptures/deu1912_usfx.zip
replacement,Louis Segond (1910),Nehemiah 8:10,"Ils leur dirent: Allez, mangez des viandes grasses et buvez des liqueurs douces, et envoyez des portions à ceux qui n’ont rien de préparé, car ce jour est consacré à notre Seigneur; ne vous affligez pas, car la joie de l’Éternel sera votre force.",Psalms 92:5,"Tu me réjouis par tes œuvres, ô Éternel! Et je chante avec allégresse l’ouvrage de tes mains.","Replace a long narrative instruction with a medium-length, full verse expressing joy in God's works.",https://ebible.org/Scriptures/fraLSG_usfx.zip
replacement,Riveduta (1927),Nehemiah 8:10,"Poi Nehemia disse loro: “Andate, mangiate vivande grasse e bevete vini dolci, e mandate delle porzioni a quelli che nulla hanno di preparato per loro; perché questo giorno è consacrato al Signor nostro; non v’attristate; perché il gaudio dell’Eterno è la vostra forza”.",Psalms 92:4,"Poiché, o Eterno, tu m’hai rallegrato col tuo operare; io celebro con giubilo le opere delle tue mani.","Replace a long narrative instruction with a medium-length, full verse expressing joy in God's works.",https://ebible.org/Scriptures/ita1927_usfx.zip
replacement,Reina-Valera (1909),Nehemiah 8:10,"Díjoles luego: Id, comed grosuras, y bebed vino dulce, y enviad porciones á los que no tienen prevenido; porque día santo es á nuestro Señor: y no os entristezcáis, porque el gozo de Jehová es vuestra fortaleza.",Psalms 92:4,"Por cuanto me has alegrado, oh Jehová, con tus obras; en las obras de tus manos me gozo.","Replace a long narrative instruction with a medium-length, full verse expressing joy in God's works.",https://ebible.org/Scriptures/spaRV1909_usfx.zip
replacement,Sathyavedapusthakam (1910),Nehemiah 8:10,അനന്തരം അവർ അവരോടു: നിങ്ങൾ ചെന്നു മൃഷ്ടാന്നഭോജനവും മധുരപാനീയവും കഴിച്ചു തങ്ങൾക്കായി വട്ടംകൂട്ടീട്ടില്ലാത്തവൎക്കു പകൎച്ച കൊടുത്തയപ്പിൻ; ഈ ദിവസം നമ്മുടെ കൎത്താവിന്നു വിശുദ്ധമാകുന്നു; നിങ്ങൾ ദുഃഖിക്കരുതു; യഹോവയിങ്കലെ സന്തോഷം നിങ്ങളുടെ ബലം ആകുന്നുവല്ലോ എന്നു പറഞ്ഞു.,Psalms 92:4,"യഹോവേ, നിന്റെ പ്രവൃത്തികൊണ്ടു നീ എന്നെ സന്തോഷിപ്പിക്കുന്നു; ഞാൻ നിന്റെ കൈകളുടെ പ്രവൃത്തികളെ കുറിച്ചു ഘോഷിച്ചുല്ലസിക്കുന്നു.","Replace a long narrative instruction with a medium-length, full verse expressing joy in God's works.",https://api.getbible.net/v2/mal1910.json
replacement,Ang Dating Biblia (1905),Nehemiah 8:10,"Nang magkagayo'y kaniyang sinabi sa kanila, Magsilakad kayo ng inyong lakad, magsikain kayo ng taba, at magsiinom kayo ng matamis; at mangagpadala kayo ng mga bahagi roon sa walang naihanda: sapagka't ang araw na ito ay banal sa ating Panginoon: huwag din kayong mangamanglaw; sapagka't ang kagalakan sa Panginoon ay inyong kalakasan.",Psalms 92:4,"Sapagka't ikaw, Panginoon, iyong pinasaya ako sa iyong gawa: ako'y magtatagumpay sa mga gawa ng iyong mga kamay.","Replace a long narrative instruction with a medium-length, full verse expressing joy in God's works.",https://api.getbible.net/v2/tagalog.json
source-correction,Lutherbibel (1912),Psalm 5:3,"HERR, frühe wollest du meine Stimme hören; frühe will ich mich zu dir schicken und aufmerken.",Psalm 5:4,"HERR, frühe wollest du meine Stimme hören; frühe will ich mich zu dir schicken und aufmerken.","Match the named edition source exactly, including its verse numbering, wording, capitalization and punctuation; normalize layout whitespace only.",https://ebible.org/Scriptures/deu1912_usfx.zip
source-correction,Louis Segond (1910),Psalm 5:3,"Sois attentif à mes cris, mon roi et mon Dieu! C’est à toi que j’adresse ma prière.",Psalm 5:4,"Éternel! Le matin tu entends ma voix; Le matin je me tourne vers toi, et je regarde.","Match the named edition source exactly, including its verse numbering, wording, capitalization and punctuation; normalize layout whitespace only.",https://ebible.org/Scriptures/fraLSG_usfx.zip
source-correction,Lutherbibel (1912),Psalm 20:7,"Jene verlassen sich auf Wagen und Rosse; wir aber denken an den Namen des HERRN, unsers Gottes.",Psalm 20:8,"Jene verlassen sich auf Wagen und Rosse; wir aber denken an den Namen des HERRN, unsers Gottes.","Match the named edition source exactly, including its verse numbering, wording, capitalization and punctuation; normalize layout whitespace only.",https://ebible.org/Scriptures/deu1912_usfx.zip
source-correction,Louis Segond (1910),Psalm 20:7,"Je sais déjà que l’Éternel sauve son oint; Il l’exaucera des cieux, de sa sainte demeure, Par le secours puissant de sa droite.",Psalm 20:8,"Ceux-ci s’appuient sur leurs chars, ceux-là sur leurs chevaux; Nous, nous invoquons le nom de l’Éternel, notre Dieu.","Match the named edition source exactly, including its verse numbering, wording, capitalization and punctuation; normalize layout whitespace only.",https://ebible.org/Scriptures/fraLSG_usfx.zip
source-correction,Lutherbibel (1912),Psalm 30:5,"Denn sein Zorn währt einen Augenblick, und lebenslang seine Gnade; den Abend lang währt das Weinen, aber des Morgens ist Freude.",Psalm 30:6,"Denn sein Zorn währt einen Augenblick, und lebenslang seine Gnade; den Abend lang währt das Weinen, aber des Morgens ist Freude.","Match the named edition source exactly, including its verse numbering, wording, capitalization and punctuation; normalize layout whitespace only.",https://ebible.org/Scriptures/deu1912_usfx.zip
source-correction,Louis Segond (1910),Psalm 30:5,"Chantez à l’Éternel, vous qui l’aimez, Célébrez par vos louanges sa sainteté!",Psalm 30:6,"Car sa colère dure un instant, Mais sa grâce toute la vie; Le soir arrivent les pleurs, Et le matin l’allégresse.","Match the named edition source exactly, including its verse numbering, wording, capitalization and punctuation; normalize layout whitespace only.",https://ebible.org/Scriptures/fraLSG_usfx.zip
